Id,ActivityDay,StepTotal
1644430081,05/06/2016,9787
1644430081,05/07/2016,13372
1644430081,05/08/2016,6724
1644430081,05/09/2016,6643
1644430081,05/10/2016,9167
1644430081,05/11/2016,1329
1844505072,04/12/2016,6697
1844505072,13/04/2016,4929
1844505072,14/04/2016,7937
1844505072,15/04/2016,3844
1844505072,16/04/2016,3414
1844505072,17/04/2016,4525
1844505072,18/04/2016,4597
1844505072,19/04/2016,197
1844505072,20/04/2016,8
1844505072,21/04/2016,8054
1844505072,22/04/2016,5372
1844505072,23/04/2016,3570
1844505072,24/04/2016,0
1844505072,25/04/2016,0
1844505072,26/04/2016,0
1844505072,27/04/2016,4
1844505072,28/04/2016,6907
1844505072,29/04/2016,4920
1844505072,30/04/2016,4014
1844505072,05/01/2016,2573
1844505072,05/02/2016,0
1844505072,05/03/2016,4059
1844505072,05/04/2016,2080
1844505072,05/05/2016,2237
1844505072,05/06/2016,44
1844505072,05/07/2016,0
1844505072,05/08/2016,0
1844505072,05/09/2016,0
1844505072,05/10/2016,0
1844505072,05/11/2016,0
1844505072,05/12/2016,0
1927972279,04/12/2016,678
1927972279,13/04/2016,356
1927972279,14/04/2016,2163
1927972279,15/04/2016,980
1927972279,16/04/2016,0
1927972279,17/04/2016,0
1927972279,18/04/2016,244
1927972279,19/04/2016,0
1927972279,20/04/2016,0
1927972279,21/04/2016,0
1927972279,22/04/2016,149
1927972279,23/04/2016,2945
1927972279,24/04/2016,2090
1927972279,25/04/2016,152
1927972279,26/04/2016,3761
1927972279,27/04/2016,0
1927972279,28/04/2016,1675
1927972279,29/04/2016,0
1927972279,30/04/2016,0
1927972279,05/01/2016,2704
1927972279,05/02/2016,3790
1927972279,05/03/2016,1326
1927972279,05/04/2016,1786
1927972279,05/05/2016,0
1927972279,05/06/2016,2091
1927972279,05/07/2016,1510
1927972279,05/08/2016,0
1927972279,05/09/2016,0
1927972279,05/10/2016,0
1927972279,05/11/2016,0
1927972279,05/12/2016,0
2022484408,04/12/2016,11875
2022484408,13/04/2016,12024
2022484408,14/04/2016,10690
2022484408,15/04/2016,11034
2022484408,16/04/2016,10100
2022484408,17/04/2016,15112
2022484408,18/04/2016,14131
2022484408,19/04/2016,11548
2022484408,20/04/2016,15112
2022484408,21/04/2016,12453
2022484408,22/04/2016,12954
2022484408,23/04/2016,6001
2022484408,24/04/2016,13481
2022484408,25/04/2016,11369
2022484408,26/04/2016,10119
2022484408,27/04/2016,10159
2022484408,28/04/2016,10140
2022484408,29/04/2016,10245
2022484408,30/04/2016,18387
2022484408,05/01/2016,10538
2022484408,05/02/2016,10379
2022484408,05/03/2016,12183
2022484408,05/04/2016,11768
2022484408,05/05/2016,11895
2022484408,05/06/2016,10227
2022484408,05/07/2016,6708
2022484408,05/08/2016,3292
2022484408,05/09/2016,13379
2022484408,05/10/2016,12798
2022484408,05/11/2016,13272
2022484408,05/12/2016,9117
2026352035,04/12/2016,4414
2026352035,13/04/2016,4993
2026352035,14/04/2016,3335
2026352035,15/04/2016,3821
2026352035,16/04/2016,2547
2026352035,17/04/2016,838
2026352035,18/04/2016,3325
2026352035,19/04/2016,2424
2026352035,20/04/2016,7222
2026352035,21/04/2016,2467
2026352035,22/04/2016,2915
2026352035,23/04/2016,12357
2026352035,24/04/2016,3490
2026352035,25/04/2016,6017
2026352035,26/04/2016,5933
2026352035,27/04/2016,6088
2026352035,28/04/2016,6375
2026352035,29/04/2016,7604
2026352035,30/04/2016,4729
2026352035,05/01/2016,3609
2026352035,05/02/2016,7018
2026352035,05/03/2016,5992
2026352035,05/04/2016,6564
2026352035,05/05/2016,12167
2026352035,05/06/2016,8198
2026352035,05/07/2016,4193
2026352035,05/08/2016,5528
2026352035,05/09/2016,10685
2026352035,05/10/2016,254
2026352035,05/11/2016,8580
2026352035,05/12/2016,8891
2320127002,04/12/2016,10725
2320127002,13/04/2016,7275
2320127002,14/04/2016,3973
2320127002,15/04/2016,5205
2320127002,16/04/2016,5057
2320127002,17/04/2016,6198
2320127002,18/04/2016,6559
2320127002,19/04/2016,5997
2320127002,20/04/2016,7192
2320127002,21/04/2016,3404
2320127002,22/04/2016,5583
2320127002,23/04/2016,5079
2320127002,24/04/2016,4165
2320127002,25/04/2016,3588
2320127002,26/04/2016,3409
2320127002,27/04/2016,1715
2320127002,28/04/2016,1532
2320127002,29/04/2016,924
2320127002,30/04/2016,4571
2320127002,05/01/2016,772
2320127002,05/02/2016,3634
2320127002,05/03/2016,7443
2320127002,05/04/2016,1201
2320127002,05/05/2016,5202
2320127002,05/06/2016,4878
2320127002,05/07/2016,7379
2320127002,05/08/2016,5161
2320127002,05/09/2016,3090
2320127002,05/10/2016,6227
2320127002,05/11/2016,6424
2320127002,05/12/2016,2661
2347167796,04/12/2016,10113
2347167796,13/04/2016,10352
2347167796,14/04/2016,10129
2347167796,15/04/2016,10465
2347167796,16/04/2016,22244
2347167796,17/04/2016,5472
2347167796,18/04/2016,8247
2347167796,19/04/2016,6711
2347167796,20/04/2016,10999
2347167796,21/04/2016,10080
2347167796,22/04/2016,7804
2347167796,23/04/2016,16901
2347167796,24/04/2016,9471
2347167796,25/04/2016,9482
2347167796,26/04/2016,5980
2347167796,27/04/2016,11423
2347167796,28/04/2016,5439
2347167796,29/04/2016,42
2873212765,04/12/2016,8796
2873212765,13/04/2016,7618
2873212765,14/04/2016,7910
2873212765,15/04/2016,8482
2873212765,16/04/2016,9685
2873212765,17/04/2016,2524
2873212765,18/04/2016,7762
2873212765,19/04/2016,7948
2873212765,20/04/2016,9202
2873212765,21/04/2016,8859
2873212765,22/04/2016,7286
2873212765,23/04/2016,9317
2873212765,24/04/2016,6873
2873212765,25/04/2016,7373
2873212765,26/04/2016,8242
2873212765,27/04/2016,3516
2873212765,28/04/2016,7913
2873212765,29/04/2016,7365
2873212765,30/04/2016,8452
2873212765,05/01/2016,7399
2873212765,05/02/2016,7525
2873212765,05/03/2016,7412
2873212765,05/04/2016,8278
2873212765,05/05/2016,8314
2873212765,05/06/2016,7063
2873212765,05/07/2016,4940
2873212765,05/08/2016,8168
2873212765,05/09/2016,7726
2873212765,05/10/2016,8275
2873212765,05/11/2016,6440
2873212765,05/12/2016,7566
3372868164,04/12/2016,4747
3372868164,13/04/2016,9715
3372868164,14/04/2016,8844
3372868164,15/04/2016,7451
3372868164,16/04/2016,6905
3372868164,17/04/2016,8199
3372868164,18/04/2016,6798
3372868164,19/04/2016,7711
3372868164,20/04/2016,4880
3372868164,21/04/2016,8857
3372868164,22/04/2016,3843
3372868164,23/04/2016,7396
3372868164,24/04/2016,6731
3372868164,25/04/2016,5995
3372868164,26/04/2016,8283
3372868164,27/04/2016,7904
3372868164,28/04/2016,5512
3372868164,29/04/2016,9135
3372868164,30/04/2016,5250
3372868164,05/01/2016,3077
3977333714,04/12/2016,8856
3977333714,13/04/2016,10035
3977333714,14/04/2016,7641
3977333714,15/04/2016,9010
3977333714,16/04/2016,13459
3977333714,17/04/2016,10415
3977333714,18/04/2016,11663
3977333714,19/04/2016,12414
3977333714,20/04/2016,11658
3977333714,21/04/2016,6093
3977333714,22/04/2016,8911
3977333714,23/04/2016,12058
3977333714,24/04/2016,14112
3977333714,25/04/2016,11177
3977333714,26/04/2016,11388
3977333714,27/04/2016,7193
3977333714,28/04/2016,7114
3977333714,29/04/2016,10645
3977333714,30/04/2016,13238
3977333714,05/01/2016,10414
3977333714,05/02/2016,16520
3977333714,05/03/2016,14335
3977333714,05/04/2016,13559
3977333714,05/05/2016,12312
3977333714,05/06/2016,11677
3977333714,05/07/2016,11550
3977333714,05/08/2016,13585
3977333714,05/09/2016,14687
3977333714,05/10/2016,13072
3977333714,05/11/2016,746
4020332650,04/12/2016,8539
4020332650,13/04/2016,0
4020332650,14/04/2016,108
4020332650,15/04/2016,1882
4020332650,16/04/2016,1982
4020332650,17/04/2016,16
4020332650,18/04/2016,62
4020332650,19/04/2016,0
4020332650,20/04/2016,0
4020332650,21/04/2016,0
4020332650,22/04/2016,0
4020332650,23/04/2016,0
4020332650,24/04/2016,0
4020332650,25/04/2016,0
4020332650,26/04/2016,0
4020332650,27/04/2016,0
4020332650,28/04/2016,0
4020332650,29/04/2016,0
4020332650,30/04/2016,0
4020332650,05/01/2016,0
4020332650,05/02/2016,475
4020332650,05/03/2016,4496
4020332650,05/04/2016,10252
4020332650,05/05/2016,11728
4020332650,05/06/2016,4369
4020332650,05/07/2016,6132
4020332650,05/08/2016,5862
4020332650,05/09/2016,4556
4020332650,05/10/2016,5546
4020332650,05/11/2016,3689
4020332650,05/12/2016,590
4057192912,04/12/2016,5394
4057192912,13/04/2016,5974
4057192912,14/04/2016,0
4057192912,15/04/2016,3984
4319703577,04/12/2016,7753
4319703577,13/04/2016,8204
4319703577,14/04/2016,10210
4319703577,15/04/2016,5664
4319703577,16/04/2016,4744
4319703577,17/04/2016,29
4319703577,18/04/2016,2276
4319703577,19/04/2016,8925
4319703577,20/04/2016,8954
4319703577,21/04/2016,3702
4319703577,22/04/2016,4500
4319703577,23/04/2016,4935
4319703577,24/04/2016,4081
4319703577,25/04/2016,9259
4319703577,26/04/2016,9899
4319703577,27/04/2016,10780
4319703577,28/04/2016,10817
4319703577,29/04/2016,7990
4319703577,30/04/2016,8221
4319703577,05/01/2016,1251
4319703577,05/02/2016,9261
4319703577,05/03/2016,9648
4319703577,05/04/2016,10429
4319703577,05/05/2016,13658
4319703577,05/06/2016,9524
4319703577,05/07/2016,7937
4319703577,05/08/2016,3672
4319703577,05/09/2016,10378
4319703577,05/10/2016,9487
4319703577,05/11/2016,9129
4319703577,05/12/2016,17
4388161847,04/12/2016,10122
4388161847,13/04/2016,10993
4388161847,14/04/2016,8863
4388161847,15/04/2016,8758
4388161847,16/04/2016,6580
4388161847,17/04/2016,4660
4388161847,18/04/2016,11009
4388161847,19/04/2016,10181
4388161847,20/04/2016,10553
4388161847,21/04/2016,10055
4388161847,22/04/2016,12139
4388161847,23/04/2016,13236
4388161847,24/04/2016,10243
4388161847,25/04/2016,12961
4388161847,26/04/2016,9461
4388161847,27/04/2016,11193
4388161847,28/04/2016,10074
4388161847,29/04/2016,9232
4388161847,30/04/2016,12533
4388161847,05/01/2016,10255
4388161847,05/02/2016,10096
4388161847,05/03/2016,12727
4388161847,05/04/2016,12375
4388161847,05/05/2016,9603
4388161847,05/06/2016,13175
4388161847,05/07/2016,22770
4388161847,05/08/2016,17298
4388161847,05/09/2016,10218
4388161847,05/10/2016,10299
4388161847,05/11/2016,10201
4388161847,05/12/2016,3369
4445114986,04/12/2016,3276
4445114986,13/04/2016,2961
4445114986,14/04/2016,3974
4445114986,15/04/2016,7198
4445114986,16/04/2016,3945
4445114986,17/04/2016,2268
4445114986,18/04/2016,6155
4445114986,19/04/2016,2064
4445114986,20/04/2016,2072
4445114986,21/04/2016,3809
4445114986,22/04/2016,6831
4445114986,23/04/2016,4363
4445114986,24/04/2016,5002
4445114986,25/04/2016,3385
4445114986,26/04/2016,6326
4445114986,27/04/2016,7243
4445114986,28/04/2016,4493
4445114986,29/04/2016,4676
4445114986,30/04/2016,6222
4445114986,05/01/2016,5232
4445114986,05/02/2016,6910
4445114986,05/03/2016,7502
4445114986,05/04/2016,2923
4445114986,05/05/2016,3800
4445114986,05/06/2016,4514
4445114986,05/07/2016,5183
4445114986,05/08/2016,7303
4445114986,05/09/2016,5275
4445114986,05/10/2016,3915
4445114986,05/11/2016,9105
4445114986,05/12/2016,768
4558609924,04/12/2016,5135
4558609924,13/04/2016,4978
4558609924,14/04/2016,6799
4558609924,15/04/2016,7795
4558609924,16/04/2016,7289
4558609924,17/04/2016,9634
4558609924,18/04/2016,8940
4558609924,19/04/2016,5401
4558609924,20/04/2016,4803
4558609924,21/04/2016,13743
4558609924,22/04/2016,9601
4558609924,23/04/2016,6890
4558609924,24/04/2016,8563
4558609924,25/04/2016,8095
4558609924,26/04/2016,9148
4558609924,27/04/2016,9557
4558609924,28/04/2016,9451
4558609924,29/04/2016,7833
4558609924,30/04/2016,10319
4558609924,05/01/2016,3428
4558609924,05/02/2016,7891
4558609924,05/03/2016,5267
4558609924,05/04/2016,5232
4558609924,05/05/2016,10611
4558609924,05/06/2016,3755
4558609924,05/07/2016,8237
4558609924,05/08/2016,6543
4558609924,05/09/2016,11451
4558609924,05/10/2016,6435
4558609924,05/11/2016,9108
4558609924,05/12/2016,6307
4702921684,04/12/2016,7213
4702921684,13/04/2016,6877
4702921684,14/04/2016,7860
4702921684,15/04/2016,6506
4702921684,16/04/2016,11140
4702921684,17/04/2016,12692
4702921684,18/04/2016,9105
4702921684,19/04/2016,6708
4702921684,20/04/2016,8793
4702921684,21/04/2016,6530
4702921684,22/04/2016,1664
4702921684,23/04/2016,15126
4702921684,24/04/2016,15050
4702921684,25/04/2016,9167
4702921684,26/04/2016,6108
4702921684,27/04/2016,7047
4702921684,28/04/2016,9023
4702921684,29/04/2016,9930
4702921684,30/04/2016,10144
4702921684,05/01/2016,0
4702921684,05/02/2016,7245
4702921684,05/03/2016,9454
4702921684,05/04/2016,8161
4702921684,05/05/2016,8614
4702921684,05/06/2016,6943
4702921684,05/07/2016,14370
4702921684,05/08/2016,12857
4702921684,05/09/2016,8232
4702921684,05/10/2016,10613
4702921684,05/11/2016,9810
4702921684,05/12/2016,2752
5553957443,04/12/2016,11596
5553957443,13/04/2016,4832
5553957443,14/04/2016,17022
5553957443,15/04/2016,16556
5553957443,16/04/2016,5771
5553957443,17/04/2016,655
5553957443,18/04/2016,3727
5553957443,19/04/2016,15482
5553957443,20/04/2016,2713
5553957443,21/04/2016,12346
5553957443,22/04/2016,11682
5553957443,23/04/2016,4112
5553957443,24/04/2016,1807
5553957443,25/04/2016,10946
5553957443,26/04/2016,11886
5553957443,27/04/2016,10538
5553957443,28/04/2016,11393
5553957443,29/04/2016,12764
5553957443,30/04/2016,1202
5553957443,05/01/2016,5164
5553957443,05/02/2016,9769
5553957443,05/03/2016,12848
5553957443,05/04/2016,4249
5553957443,05/05/2016,14331
5553957443,05/06/2016,9632
5553957443,05/07/2016,1868
5553957443,05/08/2016,6083
5553957443,05/09/2016,11611
5553957443,05/10/2016,16358
5553957443,05/11/2016,4926
5553957443,05/12/2016,3121
5577150313,04/12/2016,8135
5577150313,13/04/2016,5077
5577150313,14/04/2016,8596
5577150313,15/04/2016,12087
5577150313,16/04/2016,14269
5577150313,17/04/2016,12231
5577150313,18/04/2016,9893
5577150313,19/04/2016,12574
5577150313,20/04/2016,8330
5577150313,21/04/2016,10830
5577150313,22/04/2016,9172
5577150313,23/04/2016,7638
5577150313,24/04/2016,15764
5577150313,25/04/2016,6393
5577150313,26/04/2016,5325
5577150313,27/04/2016,6805
5577150313,28/04/2016,9841
5577150313,29/04/2016,7924
5577150313,30/04/2016,12363
5577150313,05/01/2016,13368
5577150313,05/02/2016,7439
5577150313,05/03/2016,11045
5577150313,05/04/2016,5206
5577150313,05/05/2016,7550
5577150313,05/06/2016,4950
5577150313,05/07/2016,0
5577150313,05/08/2016,0
5577150313,05/09/2016,3421
5577150313,05/10/2016,8869
5577150313,05/11/2016,4038
6117666160,04/12/2016,0
6117666160,13/04/2016,0
6117666160,14/04/2016,0
6117666160,15/04/2016,14019
6117666160,16/04/2016,14450
6117666160,17/04/2016,7150
6117666160,18/04/2016,5153
6117666160,19/04/2016,11135
6117666160,20/04/2016,10449
6117666160,21/04/2016,19542
6117666160,22/04/2016,8206
6117666160,23/04/2016,11495
6117666160,24/04/2016,7623
6117666160,25/04/2016,0
6117666160,26/04/2016,9543
6117666160,27/04/2016,9411
6117666160,28/04/2016,3403
6117666160,29/04/2016,9592
6117666160,30/04/2016,6987
6117666160,05/01/2016,8915
6117666160,05/02/2016,4933
6117666160,05/03/2016,0
6117666160,05/04/2016,2997
6117666160,05/05/2016,9799
6117666160,05/06/2016,3365
6117666160,05/07/2016,7336
6117666160,05/08/2016,7328
6117666160,05/09/2016,4477
6290855005,04/12/2016,4562
6290855005,13/04/2016,7142
6290855005,14/04/2016,7671
6290855005,15/04/2016,9501
6290855005,16/04/2016,8301
6290855005,17/04/2016,7851
6290855005,18/04/2016,6885
6290855005,19/04/2016,7142
6290855005,20/04/2016,6361
6290855005,21/04/2016,0
6290855005,22/04/2016,6238
6290855005,23/04/2016,0
6290855005,24/04/2016,5896
6290855005,25/04/2016,7802
6290855005,26/04/2016,0
6290855005,27/04/2016,5565
6290855005,28/04/2016,5731
6290855005,29/04/2016,0
6290855005,30/04/2016,6744
6290855005,05/01/2016,9837
6290855005,05/02/2016,6781
6290855005,05/03/2016,6047
6290855005,05/04/2016,5832
6290855005,05/05/2016,6339
6290855005,05/06/2016,6116
6290855005,05/07/2016,5510
6290855005,05/08/2016,7706
6290855005,05/09/2016,6277
6290855005,05/10/2016,0
6775888955,04/12/2016,0
6775888955,13/04/2016,4053
6775888955,14/04/2016,5162
6775888955,15/04/2016,1282
6775888955,16/04/2016,4732
6775888955,17/04/2016,2497
6775888955,18/04/2016,8294
6775888955,19/04/2016,0
6775888955,20/04/2016,10771
6775888955,21/04/2016,0
6775888955,22/04/2016,637
6775888955,23/04/2016,0
6775888955,24/04/2016,2153
6775888955,25/04/2016,6474
6775888955,26/04/2016,7091
6775888955,27/04/2016,0
6775888955,28/04/2016,703
6775888955,29/04/2016,0
6775888955,30/04/2016,2503
6775888955,05/01/2016,2487
6775888955,05/02/2016,0
6775888955,05/03/2016,9
6775888955,05/04/2016,0
6775888955,05/05/2016,0
6775888955,05/06/2016,4697
6775888955,05/07/2016,1967
6962181067,04/12/2016,10199
6962181067,13/04/2016,5652
6962181067,14/04/2016,1551
6962181067,15/04/2016,5563
6962181067,16/04/2016,13217
6962181067,17/04/2016,10145
6962181067,18/04/2016,11404
6962181067,19/04/2016,10742
6962181067,20/04/2016,13928
6962181067,21/04/2016,11835
6962181067,22/04/2016,10725
6962181067,23/04/2016,20031
6962181067,24/04/2016,5029
6962181067,25/04/2016,13239
6962181067,26/04/2016,10433
6962181067,27/04/2016,10320
6962181067,28/04/2016,12627
6962181067,29/04/2016,10762
6962181067,30/04/2016,10081
6962181067,05/01/2016,5454
6962181067,05/02/2016,12912
6962181067,05/03/2016,12109
6962181067,05/04/2016,10147
6962181067,05/05/2016,10524
6962181067,05/06/2016,5908
6962181067,05/07/2016,6815
6962181067,05/08/2016,4188
6962181067,05/09/2016,12342
6962181067,05/10/2016,15448
6962181067,05/11/2016,6722
6962181067,05/12/2016,3587
7007744171,04/12/2016,14172
7007744171,13/04/2016,12862
7007744171,14/04/2016,11179
7007744171,15/04/2016,5273
7007744171,16/04/2016,4631
7007744171,17/04/2016,8059
7007744171,18/04/2016,14816
7007744171,19/04/2016,14194
7007744171,20/04/2016,15566
7007744171,21/04/2016,13744
7007744171,22/04/2016,15299
7007744171,23/04/2016,8093
7007744171,24/04/2016,11085
7007744171,25/04/2016,18229
7007744171,26/04/2016,15090
7007744171,27/04/2016,13541
7007744171,28/04/2016,15128
7007744171,29/04/2016,20067
7007744171,30/04/2016,3761
7007744171,05/01/2016,5600
7007744171,05/02/2016,13041
7007744171,05/03/2016,14510
7007744171,05/04/2016,0
7007744171,05/05/2016,15010
7007744171,05/06/2016,11459
7007744171,05/07/2016,0
7086361926,04/12/2016,11317
7086361926,13/04/2016,5813
7086361926,14/04/2016,9123
7086361926,15/04/2016,8585
7086361926,16/04/2016,31
7086361926,17/04/2016,0
7086361926,18/04/2016,9827
7086361926,19/04/2016,10688
7086361926,20/04/2016,14365
7086361926,21/04/2016,9469
7086361926,22/04/2016,9753
7086361926,23/04/2016,2817
7086361926,24/04/2016,3520
7086361926,25/04/2016,10091
7086361926,26/04/2016,10387
7086361926,27/04/2016,11107
7086361926,28/04/2016,11584
7086361926,29/04/2016,7881
7086361926,30/04/2016,14560
7086361926,05/01/2016,12390
7086361926,05/02/2016,10052
7086361926,05/03/2016,10288
7086361926,05/04/2016,10988
7086361926,05/05/2016,8564
7086361926,05/06/2016,12461
7086361926,05/07/2016,12827
7086361926,05/08/2016,10677
7086361926,05/09/2016,13566
7086361926,05/10/2016,14433
7086361926,05/11/2016,9572
7086361926,05/12/2016,3789
8053475328,04/12/2016,18060
8053475328,13/04/2016,16433
8053475328,14/04/2016,20159
8053475328,15/04/2016,20669
8053475328,16/04/2016,14549
8053475328,17/04/2016,18827
8053475328,18/04/2016,17076
8053475328,19/04/2016,15929
8053475328,20/04/2016,15108
8053475328,21/04/2016,16057
8053475328,22/04/2016,10520
8053475328,23/04/2016,22359
8053475328,24/04/2016,22988
8053475328,25/04/2016,20500
8053475328,26/04/2016,12685
8053475328,27/04/2016,12422
8053475328,28/04/2016,15447
8053475328,29/04/2016,12315
8053475328,30/04/2016,7135
8053475328,05/01/2016,1170
8053475328,05/02/2016,1969
8053475328,05/03/2016,15484
8053475328,05/04/2016,14581
8053475328,05/05/2016,14990
8053475328,05/06/2016,13953
8053475328,05/07/2016,19769
8053475328,05/08/2016,22026
8053475328,05/09/2016,12465
8053475328,05/10/2016,14810
8053475328,05/11/2016,12209
8053475328,05/12/2016,4998
8253242879,04/12/2016,9033
8253242879,13/04/2016,8053
8253242879,14/04/2016,5234
8253242879,15/04/2016,2672
8253242879,16/04/2016,9256
8253242879,17/04/2016,10204
8253242879,18/04/2016,5151
8253242879,19/04/2016,4212
8253242879,20/04/2016,6466
8253242879,21/04/2016,11268
8253242879,22/04/2016,2824
8253242879,23/04/2016,9282
8253242879,24/04/2016,8905
8253242879,25/04/2016,6829
8253242879,26/04/2016,4562
8253242879,27/04/2016,10232
8253242879,28/04/2016,2718
8253242879,29/04/2016,6260
8253242879,30/04/2016,0
8378563200,04/12/2016,7626
8378563200,13/04/2016,12386
8378563200,14/04/2016,13318
8378563200,15/04/2016,14461
8378563200,16/04/2016,11207
8378563200,17/04/2016,2132
8378563200,18/04/2016,13630
8378563200,19/04/2016,13070
8378563200,20/04/2016,9388
8378563200,21/04/2016,15148
8378563200,22/04/2016,12200
8378563200,23/04/2016,5709
8378563200,24/04/2016,3703
8378563200,25/04/2016,12405
8378563200,26/04/2016,16208
8378563200,27/04/2016,7359
8378563200,28/04/2016,5417
8378563200,29/04/2016,6175
8378563200,30/04/2016,2946
8378563200,05/01/2016,11419
8378563200,05/02/2016,6064
8378563200,05/03/2016,8712
8378563200,05/04/2016,7875
8378563200,05/05/2016,8567
8378563200,05/06/2016,7045
8378563200,05/07/2016,4468
8378563200,05/08/2016,2943
8378563200,05/09/2016,8382
8378563200,05/10/2016,6582
8378563200,05/11/2016,9143
8378563200,05/12/2016,4561
8583815059,04/12/2016,5014
8583815059,13/04/2016,5571
8583815059,14/04/2016,3135
8583815059,15/04/2016,3430
8583815059,16/04/2016,5319
8583815059,17/04/2016,3008
8583815059,18/04/2016,3864
8583815059,19/04/2016,5697
8583815059,20/04/2016,5273
8583815059,21/04/2016,8538
8583815059,22/04/2016,8687
8583815059,23/04/2016,9423
8583815059,24/04/2016,8286
8583815059,25/04/2016,4503
8583815059,26/04/2016,10499
8583815059,27/04/2016,12474
8583815059,28/04/2016,6174
8583815059,29/04/2016,15168
8583815059,30/04/2016,10085
8583815059,05/01/2016,4512
8583815059,05/02/2016,8469
8583815059,05/03/2016,12015
8583815059,05/04/2016,3588
8583815059,05/05/2016,12427
8583815059,05/06/2016,5843
8583815059,05/07/2016,6117
8583815059,05/08/2016,9217
8583815059,05/09/2016,9877
8583815059,05/10/2016,8240
8583815059,05/11/2016,8701
8583815059,05/12/2016,0
8792009665,04/12/2016,2564
8792009665,13/04/2016,1320
8792009665,14/04/2016,1219
8792009665,15/04/2016,2483
8792009665,16/04/2016,244
8792009665,17/04/2016,0
8792009665,18/04/2016,0
8792009665,19/04/2016,0
8792009665,20/04/2016,3147
8792009665,21/04/2016,144
8792009665,22/04/2016,4068
8792009665,23/04/2016,5245
8792009665,24/04/2016,400
8792009665,25/04/2016,0
8792009665,26/04/2016,1321
8792009665,27/04/2016,1758
8792009665,28/04/2016,6157
8792009665,29/04/2016,8360
8792009665,30/04/2016,7174
8792009665,05/01/2016,1619
8792009665,05/02/2016,1831
8792009665,05/03/2016,2421
8792009665,05/04/2016,2283
8792009665,05/05/2016,0
8792009665,05/06/2016,0
8792009665,05/07/2016,0
8792009665,05/08/2016,0
8792009665,05/09/2016,0
8792009665,05/10/2016,0
8877689391,04/12/2016,23186
8877689391,13/04/2016,15337
8877689391,14/04/2016,21129
8877689391,15/04/2016,13422
8877689391,16/04/2016,29326
8877689391,17/04/2016,15118
8877689391,18/04/2016,11423
8877689391,19/04/2016,18785
8877689391,20/04/2016,19948
8877689391,21/04/2016,19377
8877689391,22/04/2016,18258
8877689391,23/04/2016,11200
8877689391,24/04/2016,16674
8877689391,25/04/2016,12986
8877689391,26/04/2016,11101
8877689391,27/04/2016,23629
8877689391,28/04/2016,14890
8877689391,29/04/2016,9733
8877689391,30/04/2016,27745
8877689391,05/01/2016,10930
8877689391,05/02/2016,4790
8877689391,05/03/2016,10818
8877689391,05/04/2016,18193
8877689391,05/05/2016,14055
8877689391,05/06/2016,21727
8877689391,05/07/2016,12332
8877689391,05/08/2016,10686
8877689391,05/09/2016,20226
8877689391,05/10/2016,10733
