Id,ActivityHour,StepTotal,Date,Hour
1503960366,2016-04-13 17:00:00,695,13/04/2016,17
1503960366,2016-04-13 18:00:00,1343,13/04/2016,18
1503960366,2016-04-13 19:00:00,258,13/04/2016,19
1503960366,2016-04-13 20:00:00,0,13/04/2016,20
1503960366,2016-04-13 21:00:00,0,13/04/2016,21
1503960366,2016-04-13 22:00:00,437,13/04/2016,22
1503960366,2016-04-13 23:00:00,1766,13/04/2016,23
1503960366,2016-04-14 00:00:00,81,14/04/2016,0
1503960366,2016-04-14 01:00:00,58,14/04/2016,1
1503960366,2016-04-14 02:00:00,0,14/04/2016,2
1503960366,2016-04-14 03:00:00,0,14/04/2016,3
1503960366,2016-04-14 04:00:00,0,14/04/2016,4
1503960366,2016-04-14 05:00:00,0,14/04/2016,5
1503960366,2016-04-14 06:00:00,0,14/04/2016,6
1503960366,2016-04-14 07:00:00,0,14/04/2016,7
1503960366,2016-04-14 08:00:00,0,14/04/2016,8
1503960366,2016-04-14 09:00:00,902,14/04/2016,9
1503960366,2016-04-14 10:00:00,1106,14/04/2016,10
1503960366,2016-04-14 11:00:00,50,14/04/2016,11
1503960366,2016-04-14 12:00:00,501,14/04/2016,12
1503960366,2016-04-14 13:00:00,1779,14/04/2016,13
1503960366,2016-04-14 14:00:00,1228,14/04/2016,14
1503960366,2016-04-14 15:00:00,139,14/04/2016,15
1503960366,2016-04-14 16:00:00,408,14/04/2016,16
1503960366,2016-04-14 17:00:00,37,14/04/2016,17
1503960366,2016-04-14 18:00:00,322,14/04/2016,18
1503960366,2016-04-14 19:00:00,11,14/04/2016,19
1503960366,2016-04-14 20:00:00,806,14/04/2016,20
1503960366,2016-04-14 21:00:00,2670,14/04/2016,21
1503960366,2016-04-14 22:00:00,362,14/04/2016,22
1503960366,2016-04-14 23:00:00,0,14/04/2016,23
1503960366,2016-04-15 00:00:00,83,15/04/2016,0
1503960366,2016-04-15 01:00:00,75,15/04/2016,1
1503960366,2016-04-15 02:00:00,124,15/04/2016,2
1503960366,2016-04-15 03:00:00,0,15/04/2016,3
1503960366,2016-04-15 04:00:00,0,15/04/2016,4
1503960366,2016-04-15 05:00:00,26,15/04/2016,5
1503960366,2016-04-15 06:00:00,0,15/04/2016,6
1503960366,2016-04-15 07:00:00,7,15/04/2016,7
1503960366,2016-04-15 08:00:00,55,15/04/2016,8
1503960366,2016-04-15 09:00:00,21,15/04/2016,9
1503960366,2016-04-15 10:00:00,154,15/04/2016,10
1503960366,2016-04-15 11:00:00,425,15/04/2016,11
1503960366,2016-04-15 12:00:00,270,15/04/2016,12
1503960366,2016-04-15 13:00:00,373,15/04/2016,13
1503960366,2016-04-15 14:00:00,0,15/04/2016,14
1503960366,2016-04-15 15:00:00,0,15/04/2016,15
1503960366,2016-04-15 16:00:00,0,15/04/2016,16
1503960366,2016-04-15 17:00:00,1774,15/04/2016,17
1503960366,2016-04-15 18:00:00,509,15/04/2016,18
1503960366,2016-04-15 19:00:00,519,15/04/2016,19
1503960366,2016-04-15 20:00:00,77,15/04/2016,20
1503960366,2016-04-15 21:00:00,280,15/04/2016,21
1503960366,2016-04-15 22:00:00,2145,15/04/2016,22
1503960366,2016-04-15 23:00:00,2768,15/04/2016,23
1503960366,2016-04-16 00:00:00,459,16/04/2016,0
1503960366,2016-04-16 01:00:00,0,16/04/2016,1
1503960366,2016-04-16 02:00:00,63,16/04/2016,2
1503960366,2016-04-16 03:00:00,6,16/04/2016,3
1503960366,2016-04-16 04:00:00,6,16/04/2016,4
1503960366,2016-04-16 05:00:00,12,16/04/2016,5
1503960366,2016-04-16 06:00:00,0,16/04/2016,6
1503960366,2016-04-16 07:00:00,101,16/04/2016,7
1503960366,2016-04-16 08:00:00,175,16/04/2016,8
1503960366,2016-04-16 09:00:00,1181,16/04/2016,9
1503960366,2016-04-16 10:00:00,1295,16/04/2016,10
1503960366,2016-04-16 11:00:00,2043,16/04/2016,11
1503960366,2016-04-16 12:00:00,1513,16/04/2016,12
1503960366,2016-04-16 13:00:00,3616,16/04/2016,13
1503960366,2016-04-16 14:00:00,580,16/04/2016,14
1503960366,2016-04-16 15:00:00,0,16/04/2016,15
1503960366,2016-04-16 16:00:00,15,16/04/2016,16
1503960366,2016-04-16 17:00:00,380,16/04/2016,17
1503960366,2016-04-16 18:00:00,96,16/04/2016,18
1503960366,2016-04-16 19:00:00,146,16/04/2016,19
1503960366,2016-04-16 20:00:00,385,16/04/2016,20
1503960366,2016-04-16 21:00:00,463,16/04/2016,21
1503960366,2016-04-16 22:00:00,42,16/04/2016,22
1503960366,2016-04-16 23:00:00,92,16/04/2016,23
1503960366,2016-04-17 00:00:00,0,17/04/2016,0
1503960366,2016-04-17 01:00:00,0,17/04/2016,1
1503960366,2016-04-17 02:00:00,0,17/04/2016,2
1503960366,2016-04-17 03:00:00,8,17/04/2016,3
1503960366,2016-04-17 04:00:00,0,17/04/2016,4
1503960366,2016-04-17 05:00:00,0,17/04/2016,5
1503960366,2016-04-17 06:00:00,0,17/04/2016,6
1503960366,2016-04-17 07:00:00,0,17/04/2016,7
1503960366,2016-04-17 08:00:00,0,17/04/2016,8
1503960366,2016-04-17 09:00:00,0,17/04/2016,9
1503960366,2016-04-17 10:00:00,0,17/04/2016,10
1503960366,2016-04-17 11:00:00,84,17/04/2016,11
1503960366,2016-04-17 12:00:00,260,17/04/2016,12
1503960366,2016-04-17 13:00:00,402,17/04/2016,13
1503960366,2016-04-17 14:00:00,252,17/04/2016,14
1503960366,2016-04-17 15:00:00,191,17/04/2016,15
1503960366,2016-04-17 16:00:00,13,17/04/2016,16
1503960366,2016-04-17 17:00:00,2613,17/04/2016,17
1503960366,2016-04-17 18:00:00,1616,17/04/2016,18
1503960366,2016-04-17 19:00:00,754,17/04/2016,19
1503960366,2016-04-17 20:00:00,2955,17/04/2016,20
1503960366,2016-04-17 21:00:00,487,17/04/2016,21
1503960366,2016-04-17 22:00:00,70,17/04/2016,22
1503960366,2016-04-17 23:00:00,0,17/04/2016,23
1503960366,2016-04-18 00:00:00,416,18/04/2016,0
1503960366,2016-04-18 01:00:00,0,18/04/2016,1
1503960366,2016-04-18 02:00:00,0,18/04/2016,2
1503960366,2016-04-18 03:00:00,0,18/04/2016,3
1503960366,2016-04-18 04:00:00,0,18/04/2016,4
1503960366,2016-04-18 05:00:00,0,18/04/2016,5
1503960366,2016-04-18 06:00:00,0,18/04/2016,6
1503960366,2016-04-18 07:00:00,0,18/04/2016,7
1503960366,2016-04-18 08:00:00,0,18/04/2016,8
1503960366,2016-04-18 09:00:00,1688,18/04/2016,9
1503960366,2016-04-18 10:00:00,380,18/04/2016,10
1503960366,2016-04-18 11:00:00,328,18/04/2016,11
1503960366,2016-04-18 12:00:00,1306,18/04/2016,12
1503960366,2016-04-18 13:00:00,268,18/04/2016,13
1503960366,2016-04-18 14:00:00,137,18/04/2016,14
1503960366,2016-04-18 15:00:00,495,18/04/2016,15
1503960366,2016-04-18 16:00:00,277,18/04/2016,16
1503960366,2016-04-18 17:00:00,304,18/04/2016,17
1503960366,2016-04-18 18:00:00,4074,18/04/2016,18
1503960366,2016-04-18 19:00:00,2101,18/04/2016,19
1503960366,2016-04-18 20:00:00,28,18/04/2016,20
1503960366,2016-04-18 21:00:00,187,18/04/2016,21
1503960366,2016-04-18 22:00:00,542,18/04/2016,22
1503960366,2016-04-18 23:00:00,488,18/04/2016,23
1503960366,2016-04-19 00:00:00,0,19/04/2016,0
1503960366,2016-04-19 01:00:00,22,19/04/2016,1
1503960366,2016-04-19 02:00:00,0,19/04/2016,2
1503960366,2016-04-19 03:00:00,9,19/04/2016,3
1503960366,2016-04-19 04:00:00,0,19/04/2016,4
1503960366,2016-04-19 05:00:00,0,19/04/2016,5
1503960366,2016-04-19 06:00:00,7,19/04/2016,6
1503960366,2016-04-19 07:00:00,316,19/04/2016,7
1503960366,2016-04-19 08:00:00,1656,19/04/2016,8
1503960366,2016-04-19 09:00:00,367,19/04/2016,9
1503960366,2016-04-19 10:00:00,203,19/04/2016,10
1503960366,2016-04-19 11:00:00,194,19/04/2016,11
1503960366,2016-04-19 12:00:00,1887,19/04/2016,12
1503960366,2016-04-19 13:00:00,2697,19/04/2016,13
1503960366,2016-04-19 14:00:00,409,19/04/2016,14
1503960366,2016-04-19 15:00:00,299,19/04/2016,15
1503960366,2016-04-19 16:00:00,297,19/04/2016,16
1503960366,2016-04-19 17:00:00,732,19/04/2016,17
1503960366,2016-04-19 18:00:00,1280,19/04/2016,18
1503960366,2016-04-19 19:00:00,397,19/04/2016,19
1503960366,2016-04-19 20:00:00,2487,19/04/2016,20
1503960366,2016-04-19 21:00:00,826,19/04/2016,21
1503960366,2016-04-19 22:00:00,52,19/04/2016,22
1503960366,2016-04-19 23:00:00,1369,19/04/2016,23
1503960366,2016-04-20 00:00:00,16,20/04/2016,0
1503960366,2016-04-20 01:00:00,36,20/04/2016,1
1503960366,2016-04-20 02:00:00,0,20/04/2016,2
1503960366,2016-04-20 03:00:00,0,20/04/2016,3
1503960366,2016-04-20 04:00:00,0,20/04/2016,4
1503960366,2016-04-20 05:00:00,0,20/04/2016,5
1503960366,2016-04-20 06:00:00,0,20/04/2016,6
1503960366,2016-04-20 07:00:00,29,20/04/2016,7
1503960366,2016-04-20 08:00:00,264,20/04/2016,8
1503960366,2016-04-20 09:00:00,1993,20/04/2016,9
1503960366,2016-04-20 10:00:00,459,20/04/2016,10
1503960366,2016-04-20 11:00:00,65,20/04/2016,11
1503960366,2016-04-20 12:00:00,185,20/04/2016,12
1503960366,2016-04-20 13:00:00,64,20/04/2016,13
1503960366,2016-04-20 14:00:00,1270,20/04/2016,14
1503960366,2016-04-20 15:00:00,797,20/04/2016,15
1503960366,2016-04-20 16:00:00,261,20/04/2016,16
1503960366,2016-04-20 17:00:00,13,20/04/2016,17
1503960366,2016-04-20 18:00:00,1308,20/04/2016,18
1503960366,2016-04-20 19:00:00,1558,20/04/2016,19
1503960366,2016-04-20 20:00:00,499,20/04/2016,20
1503960366,2016-04-20 21:00:00,395,20/04/2016,21
1503960366,2016-04-20 22:00:00,77,20/04/2016,22
1503960366,2016-04-20 23:00:00,1255,20/04/2016,23
1503960366,2016-04-21 00:00:00,17,21/04/2016,0
1503960366,2016-04-21 01:00:00,129,21/04/2016,1
1503960366,2016-04-21 02:00:00,81,21/04/2016,2
1503960366,2016-04-21 03:00:00,0,21/04/2016,3
1503960366,2016-04-21 04:00:00,0,21/04/2016,4
1503960366,2016-04-21 05:00:00,0,21/04/2016,5
1503960366,2016-04-21 06:00:00,0,21/04/2016,6
1503960366,2016-04-21 07:00:00,38,21/04/2016,7
1503960366,2016-04-21 08:00:00,245,21/04/2016,8
1503960366,2016-04-21 09:00:00,1672,21/04/2016,9
1503960366,2016-04-21 10:00:00,255,21/04/2016,10
1503960366,2016-04-21 11:00:00,0,21/04/2016,11
1503960366,2016-04-21 12:00:00,384,21/04/2016,12
1503960366,2016-04-21 13:00:00,1140,21/04/2016,13
1503960366,2016-04-21 14:00:00,12,21/04/2016,14
1503960366,2016-04-21 15:00:00,213,21/04/2016,15
1503960366,2016-04-21 16:00:00,26,21/04/2016,16
1503960366,2016-04-21 17:00:00,96,21/04/2016,17
1503960366,2016-04-21 18:00:00,213,21/04/2016,18
1503960366,2016-04-21 19:00:00,100,21/04/2016,19
1503960366,2016-04-21 20:00:00,3541,21/04/2016,20
1503960366,2016-04-21 21:00:00,970,21/04/2016,21
1503960366,2016-04-21 22:00:00,89,21/04/2016,22
1503960366,2016-04-21 23:00:00,598,21/04/2016,23
1503960366,2016-04-22 00:00:00,0,22/04/2016,0
1503960366,2016-04-22 01:00:00,0,22/04/2016,1
1503960366,2016-04-22 02:00:00,0,22/04/2016,2
1503960366,2016-04-22 03:00:00,0,22/04/2016,3
1503960366,2016-04-22 04:00:00,0,22/04/2016,4
1503960366,2016-04-22 05:00:00,0,22/04/2016,5
1503960366,2016-04-22 06:00:00,0,22/04/2016,6
1503960366,2016-04-22 07:00:00,0,22/04/2016,7
1503960366,2016-04-22 08:00:00,0,22/04/2016,8
1503960366,2016-04-22 09:00:00,192,22/04/2016,9
1503960366,2016-04-22 10:00:00,29,22/04/2016,10
1503960366,2016-04-22 11:00:00,958,22/04/2016,11
1503960366,2016-04-22 12:00:00,38,22/04/2016,12
1503960366,2016-04-22 13:00:00,118,22/04/2016,13
1503960366,2016-04-22 14:00:00,0,22/04/2016,14
1503960366,2016-04-22 15:00:00,180,22/04/2016,15
1503960366,2016-04-22 16:00:00,22,22/04/2016,16
1503960366,2016-04-22 17:00:00,1041,22/04/2016,17
1503960366,2016-04-22 18:00:00,514,22/04/2016,18
1503960366,2016-04-22 19:00:00,629,22/04/2016,19
1503960366,2016-04-22 20:00:00,329,22/04/2016,20
1503960366,2016-04-22 21:00:00,5934,22/04/2016,21
1503960366,2016-04-22 22:00:00,855,22/04/2016,22
1503960366,2016-04-22 23:00:00,1925,22/04/2016,23
1503960366,2016-04-23 00:00:00,182,23/04/2016,0
1503960366,2016-04-23 01:00:00,0,23/04/2016,1
1503960366,2016-04-23 02:00:00,11,23/04/2016,2
1503960366,2016-04-23 03:00:00,0,23/04/2016,3
1503960366,2016-04-23 04:00:00,0,23/04/2016,4
1503960366,2016-04-23 05:00:00,0,23/04/2016,5
1503960366,2016-04-23 06:00:00,12,23/04/2016,6
1503960366,2016-04-23 07:00:00,0,23/04/2016,7
1503960366,2016-04-23 08:00:00,127,23/04/2016,8
1503960366,2016-04-23 09:00:00,285,23/04/2016,9
1503960366,2016-04-23 10:00:00,49,23/04/2016,10
1503960366,2016-04-23 11:00:00,703,23/04/2016,11
1503960366,2016-04-23 12:00:00,1597,23/04/2016,12
1503960366,2016-04-23 13:00:00,1453,23/04/2016,13
1503960366,2016-04-23 14:00:00,202,23/04/2016,14
1503960366,2016-04-23 15:00:00,158,23/04/2016,15
1503960366,2016-04-23 16:00:00,2008,23/04/2016,16
1503960366,2016-04-23 17:00:00,1472,23/04/2016,17
1503960366,2016-04-23 18:00:00,2569,23/04/2016,18
1503960366,2016-04-23 19:00:00,29,23/04/2016,19
1503960366,2016-04-23 20:00:00,142,23/04/2016,20
1503960366,2016-04-23 21:00:00,2432,23/04/2016,21
1503960366,2016-04-23 22:00:00,709,23/04/2016,22
1503960366,2016-04-23 23:00:00,231,23/04/2016,23
1503960366,2016-04-24 00:00:00,141,24/04/2016,0
1503960366,2016-04-24 01:00:00,42,24/04/2016,1
1503960366,2016-04-24 02:00:00,0,24/04/2016,2
1503960366,2016-04-24 03:00:00,0,24/04/2016,3
1503960366,2016-04-24 04:00:00,8,24/04/2016,4
1503960366,2016-04-24 05:00:00,0,24/04/2016,5
1503960366,2016-04-24 06:00:00,7,24/04/2016,6
1503960366,2016-04-24 07:00:00,0,24/04/2016,7
1503960366,2016-04-24 08:00:00,8,24/04/2016,8
1503960366,2016-04-24 09:00:00,76,24/04/2016,9
1503960366,2016-04-24 10:00:00,492,24/04/2016,10
1503960366,2016-04-24 11:00:00,149,24/04/2016,11
1503960366,2016-04-24 12:00:00,548,24/04/2016,12
1503960366,2016-04-24 13:00:00,394,24/04/2016,13
1503960366,2016-04-24 14:00:00,26,24/04/2016,14
1503960366,2016-04-24 15:00:00,27,24/04/2016,15
1503960366,2016-04-24 16:00:00,885,24/04/2016,16
1503960366,2016-04-24 17:00:00,411,24/04/2016,17
1503960366,2016-04-24 18:00:00,911,24/04/2016,18
1503960366,2016-04-24 19:00:00,4871,24/04/2016,19
1503960366,2016-04-24 20:00:00,342,24/04/2016,20
1503960366,2016-04-24 21:00:00,244,24/04/2016,21
1503960366,2016-04-24 22:00:00,66,24/04/2016,22
1503960366,2016-04-24 23:00:00,391,24/04/2016,23
1503960366,2016-04-25 00:00:00,95,25/04/2016,0
1503960366,2016-04-25 01:00:00,22,25/04/2016,1
1503960366,2016-04-25 02:00:00,97,25/04/2016,2
1503960366,2016-04-25 03:00:00,0,25/04/2016,3
1503960366,2016-04-25 04:00:00,25,25/04/2016,4
1503960366,2016-04-25 05:00:00,4,25/04/2016,5
1503960366,2016-04-25 06:00:00,0,25/04/2016,6
1503960366,2016-04-25 07:00:00,44,25/04/2016,7
1503960366,2016-04-25 08:00:00,426,25/04/2016,8
1503960366,2016-04-25 09:00:00,2041,25/04/2016,9
1503960366,2016-04-25 10:00:00,258,25/04/2016,10
1503960366,2016-04-25 11:00:00,1468,25/04/2016,11
1503960366,2016-04-25 12:00:00,707,25/04/2016,12
1503960366,2016-04-25 13:00:00,299,25/04/2016,13
1503960366,2016-04-25 14:00:00,94,25/04/2016,14
1503960366,2016-04-25 15:00:00,359,25/04/2016,15
1503960366,2016-04-25 16:00:00,263,25/04/2016,16
1503960366,2016-04-25 17:00:00,188,25/04/2016,17
1503960366,2016-04-25 18:00:00,116,25/04/2016,18
1503960366,2016-04-25 19:00:00,2815,25/04/2016,19
1503960366,2016-04-25 20:00:00,895,25/04/2016,20
1503960366,2016-04-25 21:00:00,4895,25/04/2016,21
1503960366,2016-04-25 22:00:00,188,25/04/2016,22
1503960366,2016-04-25 23:00:00,56,25/04/2016,23
1503960366,2016-04-26 00:00:00,101,26/04/2016,0
1503960366,2016-04-26 01:00:00,178,26/04/2016,1
1503960366,2016-04-26 02:00:00,0,26/04/2016,2
1503960366,2016-04-26 03:00:00,145,26/04/2016,3
1503960366,2016-04-26 04:00:00,0,26/04/2016,4
1503960366,2016-04-26 05:00:00,7,26/04/2016,5
1503960366,2016-04-26 06:00:00,0,26/04/2016,6
1503960366,2016-04-26 07:00:00,28,26/04/2016,7
1503960366,2016-04-26 08:00:00,173,26/04/2016,8
1503960366,2016-04-26 09:00:00,1826,26/04/2016,9
1503960366,2016-04-26 10:00:00,666,26/04/2016,10
1503960366,2016-04-26 11:00:00,266,26/04/2016,11
1503960366,2016-04-26 12:00:00,415,26/04/2016,12
1503960366,2016-04-26 13:00:00,1571,26/04/2016,13
1503960366,2016-04-26 14:00:00,1998,26/04/2016,14
1503960366,2016-04-26 15:00:00,323,26/04/2016,15
1503960366,2016-04-26 16:00:00,697,26/04/2016,16
1503960366,2016-04-26 17:00:00,143,26/04/2016,17
1503960366,2016-04-26 18:00:00,2513,26/04/2016,18
1503960366,2016-04-26 19:00:00,148,26/04/2016,19
1503960366,2016-04-26 20:00:00,1649,26/04/2016,20
1503960366,2016-04-26 21:00:00,450,26/04/2016,21
1503960366,2016-04-26 22:00:00,148,26/04/2016,22
1503960366,2016-04-26 23:00:00,310,26/04/2016,23
1503960366,2016-04-27 00:00:00,277,27/04/2016,0
1503960366,2016-04-27 01:00:00,60,27/04/2016,1
1503960366,2016-04-27 02:00:00,17,27/04/2016,2
1503960366,2016-04-27 03:00:00,0,27/04/2016,3
1503960366,2016-04-27 04:00:00,0,27/04/2016,4
1503960366,2016-04-27 05:00:00,0,27/04/2016,5
1503960366,2016-04-27 06:00:00,0,27/04/2016,6
1503960366,2016-04-27 07:00:00,0,27/04/2016,7
1503960366,2016-04-27 08:00:00,0,27/04/2016,8
1503960366,2016-04-27 09:00:00,1916,27/04/2016,9
1503960366,2016-04-27 10:00:00,502,27/04/2016,10
1503960366,2016-04-27 11:00:00,797,27/04/2016,11
1503960366,2016-04-27 12:00:00,701,27/04/2016,12
1503960366,2016-04-27 13:00:00,319,27/04/2016,13
1503960366,2016-04-27 14:00:00,1932,27/04/2016,14
1503960366,2016-04-27 15:00:00,59,27/04/2016,15
1503960366,2016-04-27 16:00:00,98,27/04/2016,16
1503960366,2016-04-27 17:00:00,261,27/04/2016,17
1503960366,2016-04-27 18:00:00,2714,27/04/2016,18
1503960366,2016-04-27 19:00:00,5786,27/04/2016,19
1503960366,2016-04-27 20:00:00,2420,27/04/2016,20
1503960366,2016-04-27 21:00:00,266,27/04/2016,21
1503960366,2016-04-27 22:00:00,0,27/04/2016,22
1503960366,2016-04-27 23:00:00,0,27/04/2016,23
1503960366,2016-04-28 00:00:00,0,28/04/2016,0
1503960366,2016-04-28 01:00:00,127,28/04/2016,1
1503960366,2016-04-28 02:00:00,0,28/04/2016,2
1503960366,2016-04-28 03:00:00,0,28/04/2016,3
1503960366,2016-04-28 04:00:00,0,28/04/2016,4
1503960366,2016-04-28 05:00:00,0,28/04/2016,5
1503960366,2016-04-28 06:00:00,0,28/04/2016,6
1503960366,2016-04-28 07:00:00,14,28/04/2016,7
1503960366,2016-04-28 08:00:00,128,28/04/2016,8
1503960366,2016-04-28 09:00:00,1192,28/04/2016,9
1503960366,2016-04-28 10:00:00,987,28/04/2016,10
1503960366,2016-04-28 11:00:00,288,28/04/2016,11
1503960366,2016-04-28 12:00:00,317,28/04/2016,12
1503960366,2016-04-28 13:00:00,1144,28/04/2016,13
1503960366,2016-04-28 14:00:00,1512,28/04/2016,14
1503960366,2016-04-28 15:00:00,115,28/04/2016,15
1503960366,2016-04-28 16:00:00,554,28/04/2016,16
1503960366,2016-04-28 17:00:00,235,28/04/2016,17
1503960366,2016-04-28 18:00:00,1829,28/04/2016,18
1503960366,2016-04-28 19:00:00,13,28/04/2016,19
1503960366,2016-04-28 20:00:00,2122,28/04/2016,20
1503960366,2016-04-28 21:00:00,986,28/04/2016,21
1503960366,2016-04-28 22:00:00,16,28/04/2016,22
1503960366,2016-04-28 23:00:00,1512,28/04/2016,23
1503960366,2016-04-29 00:00:00,202,29/04/2016,0
1503960366,2016-04-29 01:00:00,0,29/04/2016,1
1503960366,2016-04-29 02:00:00,71,29/04/2016,2
1503960366,2016-04-29 03:00:00,0,29/04/2016,3
1503960366,2016-04-29 04:00:00,0,29/04/2016,4
1503960366,2016-04-29 05:00:00,0,29/04/2016,5
1503960366,2016-04-29 06:00:00,0,29/04/2016,6
1503960366,2016-04-29 07:00:00,27,29/04/2016,7
1503960366,2016-04-29 08:00:00,201,29/04/2016,8
1503960366,2016-04-29 09:00:00,1820,29/04/2016,9
1503960366,2016-04-29 10:00:00,44,29/04/2016,10
1503960366,2016-04-29 11:00:00,104,29/04/2016,11
1503960366,2016-04-29 12:00:00,214,29/04/2016,12
1503960366,2016-04-29 13:00:00,41,29/04/2016,13
1503960366,2016-04-29 14:00:00,1711,29/04/2016,14
1503960366,2016-04-29 15:00:00,1076,29/04/2016,15
1503960366,2016-04-29 16:00:00,285,29/04/2016,16
1503960366,2016-04-29 17:00:00,380,29/04/2016,17
1503960366,2016-04-29 18:00:00,118,29/04/2016,18
1503960366,2016-04-29 19:00:00,267,29/04/2016,19
1503960366,2016-04-29 20:00:00,386,29/04/2016,20
1503960366,2016-04-29 21:00:00,1366,29/04/2016,21
1503960366,2016-04-29 22:00:00,1111,29/04/2016,22
1503960366,2016-04-29 23:00:00,1757,29/04/2016,23
1503960366,2016-04-30 00:00:00,19,30/04/2016,0
1503960366,2016-04-30 01:00:00,65,30/04/2016,1
1503960366,2016-04-30 02:00:00,0,30/04/2016,2
1503960366,2016-04-30 03:00:00,6,30/04/2016,3
1503960366,2016-04-30 04:00:00,0,30/04/2016,4
1503960366,2016-04-30 05:00:00,0,30/04/2016,5
1503960366,2016-04-30 06:00:00,0,30/04/2016,6
1503960366,2016-04-30 07:00:00,0,30/04/2016,7
1503960366,2016-04-30 08:00:00,60,30/04/2016,8
1503960366,2016-04-30 09:00:00,148,30/04/2016,9
1503960366,2016-04-30 10:00:00,239,30/04/2016,10
1503960366,2016-04-30 11:00:00,127,30/04/2016,11
1503960366,2016-04-30 12:00:00,92,30/04/2016,12
1503960366,2016-04-30 13:00:00,141,30/04/2016,13
1503960366,2016-04-30 14:00:00,520,30/04/2016,14
1503960366,2016-04-30 15:00:00,993,30/04/2016,15
1503960366,2016-04-30 16:00:00,3388,30/04/2016,16
1503960366,2016-04-30 17:00:00,2176,30/04/2016,17
1503960366,2016-04-30 18:00:00,2319,30/04/2016,18
1503960366,2016-04-30 19:00:00,92,30/04/2016,19
1503960366,2016-04-30 20:00:00,117,30/04/2016,20
1503960366,2016-04-30 21:00:00,840,30/04/2016,21
1503960366,2016-04-30 22:00:00,2139,30/04/2016,22
1503960366,2016-04-30 23:00:00,1192,30/04/2016,23
1503960366,2016-05-01 00:00:00,247,01/05/2016,0
1503960366,2016-05-01 01:00:00,59,01/05/2016,1
1503960366,2016-05-01 02:00:00,36,01/05/2016,2
1503960366,2016-05-01 03:00:00,4,01/05/2016,3
1503960366,2016-05-01 04:00:00,0,01/05/2016,4
1503960366,2016-05-01 05:00:00,0,01/05/2016,5
1503960366,2016-05-01 06:00:00,0,01/05/2016,6
1503960366,2016-05-01 07:00:00,41,01/05/2016,7
1503960366,2016-05-01 08:00:00,94,01/05/2016,8
1503960366,2016-05-01 09:00:00,198,01/05/2016,9
1503960366,2016-05-01 10:00:00,146,01/05/2016,10
1503960366,2016-05-01 11:00:00,103,01/05/2016,11
1503960366,2016-05-01 12:00:00,130,01/05/2016,12
1503960366,2016-05-01 13:00:00,85,01/05/2016,13
1503960366,2016-05-01 14:00:00,540,01/05/2016,14
1503960366,2016-05-01 15:00:00,294,01/05/2016,15
1503960366,2016-05-01 16:00:00,823,01/05/2016,16
1503960366,2016-05-01 17:00:00,1053,01/05/2016,17
1503960366,2016-05-01 18:00:00,2007,01/05/2016,18
1503960366,2016-05-01 19:00:00,177,01/05/2016,19
1503960366,2016-05-01 20:00:00,93,01/05/2016,20
1503960366,2016-05-01 21:00:00,363,01/05/2016,21
