Id,ActivityDay,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance
1844505072,14/04/2016,843,373,0,0,0.0,5.2,0.0,0.0
1844505072,15/04/2016,527,176,0,0,0.0,2.5,0.0,0.0
1844505072,16/04/2016,1293,147,0,0,0.0,2.3,0.0,0.0
1844505072,17/04/2016,1231,199,8,2,0.0,2.6,0.3,0.1
1844505072,18/04/2016,1211,217,12,0,0.0,2.6,0.5,0.0
1844505072,19/04/2016,1430,10,0,0,0.0,0.1,0.0,0.0
1844505072,20/04/2016,1439,1,0,0,0.0,0.0,0.0,0.0
1844505072,21/04/2016,1117,308,13,2,0.0,4.7,0.5,0.1
1844505072,22/04/2016,1220,220,0,0,0.0,3.5,0.0,0.0
1844505072,23/04/2016,1301,139,0,0,0.0,2.4,0.0,0.0
1844505072,24/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,25/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,26/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,27/04/2016,1439,1,0,0,0.0,0.0,0.0,0.0
1844505072,28/04/2016,1138,302,0,0,0.0,4.6,0.0,0.0
1844505072,29/04/2016,1082,247,0,0,0.0,3.3,0.0,0.0
1844505072,30/04/2016,218,184,0,0,0.0,2.7,0.0,0.0
1844505072,05/01/2016,585,75,7,0,0.0,1.5,0.3,0.0
1844505072,05/02/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,05/03/2016,1256,184,0,0,0.0,2.7,0.0,0.0
1844505072,05/04/2016,1353,87,0,0,0.0,1.4,0.0,0.0
1844505072,05/05/2016,1320,120,0,0,0.0,1.5,0.0,0.0
1844505072,05/06/2016,1438,2,0,0,0.0,0.0,0.0,0.0
1844505072,05/07/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,05/08/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,05/09/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,05/10/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,05/11/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1844505072,05/12/2016,711,0,0,0,0.0,0.0,0.0,0.0
1927972279,04/12/2016,734,55,0,0,0.0,0.5,0.0,0.0
1927972279,13/04/2016,986,32,0,0,0.0,0.3,0.0,0.0
1927972279,14/04/2016,1292,88,9,0,0.0,1.1,0.4,0.0
1927972279,15/04/2016,941,51,0,0,0.0,0.7,0.0,0.0
1927972279,16/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,17/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,18/04/2016,1423,17,0,0,0.0,0.2,0.0,0.0
1927972279,19/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,20/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,21/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,22/04/2016,1430,10,0,0,0.0,0.1,0.0,0.0
1927972279,23/04/2016,1295,145,0,0,0.0,2.0,0.0,0.0
1927972279,24/04/2016,1358,75,6,1,0.0,1.1,0.2,0.1
1927972279,25/04/2016,1303,12,0,0,0.0,0.1,0.0,0.0
1927972279,26/04/2016,1058,192,0,0,0.0,2.6,0.0,0.0
1927972279,27/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,28/04/2016,1167,95,0,0,0.0,1.2,0.0,0.0
1927972279,29/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,30/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,05/01/2016,1355,70,1,14,0.0,0.8,0.0,1.0
1927972279,05/02/2016,1322,94,8,16,0.0,1.2,0.3,1.2
1927972279,05/03/2016,1413,17,0,10,0.0,0.2,0.0,0.7
1927972279,05/04/2016,1353,87,0,0,0.0,1.2,0.0,0.0
1927972279,05/05/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,05/06/2016,1332,108,0,0,0.0,1.5,0.0,0.0
1927972279,05/07/2016,1392,48,0,0,0.0,1.0,0.0,0.0
1927972279,05/08/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,05/09/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,05/10/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,05/11/2016,1440,0,0,0,0.0,0.0,0.0,0.0
1927972279,05/12/2016,966,0,0,0,0.0,0.0,0.0,0.0
2022484408,04/12/2016,1157,227,14,42,0.0,4.3,0.8,3.3
2022484408,13/04/2016,1100,292,5,43,0.0,5.4,0.1,3.0
2022484408,14/04/2016,1148,257,3,32,0.0,4.8,0.2,2.5
2022484408,15/04/2016,1122,282,9,27,0.0,5.8,0.3,1.9
2022484408,16/04/2016,1237,151,11,41,0.0,3.4,0.6,3.2
2022484408,17/04/2016,1052,331,29,28,0.0,6.9,0.7,3.9
2022484408,18/04/2016,1078,311,3,48,0.0,6.3,0.1,3.6
2022484408,19/04/2016,1152,250,7,31,0.0,5.0,0.2,3.3
2022484408,20/04/2016,1053,276,63,48,0.0,5.4,1.9,3.3
2022484408,21/04/2016,1028,255,53,104,0.0,4.3,1.1,3.3
2022484408,22/04/2016,1105,273,10,52,0.0,4.5,0.4,4.4
2022484408,23/04/2016,1191,249,0,0,0.0,4.2,0.0,0.0
2022484408,24/04/2016,1161,216,26,37,0.0,4.6,1.1,4.6
2022484408,25/04/2016,1171,217,8,44,0.0,4.5,0.2,3.3
2022484408,26/04/2016,1086,275,24,55,0.0,5.1,0.7,1.4
2022484408,27/04/2016,1119,282,20,19,0.0,5.1,1.0,1.0
2022484408,28/04/2016,1123,291,20,6,0.0,5.4,1.3,0.4
2022484408,29/04/2016,1098,281,40,21,0.0,5.5,1.2,0.5
2022484408,30/04/2016,1043,361,23,13,0.0,10.6,1.4,0.9
2022484408,05/01/2016,1142,245,28,25,0.0,4.5,1.0,1.9
2022484408,05/02/2016,1119,277,8,36,0.0,4.3,0.3,2.6
2022484408,05/03/2016,1104,250,14,72,0.0,4.3,0.5,4.0
2022484408,05/04/2016,1105,272,27,36,0.0,4.8,0.9,2.5
2022484408,05/05/2016,1112,253,20,55,0.0,4.7,0.9,2.8
2022484408,05/06/2016,1104,295,17,24,0.0,4.6,0.7,1.9
2022484408,05/07/2016,1269,149,2,20,0.0,3.0,0.1,1.6
2022484408,05/08/2016,1305,135,0,0,0.0,2.3,0.0,0.0
2022484408,05/09/2016,1061,297,47,35,0.0,5.6,1.6,2.1
2022484408,05/10/2016,1084,271,28,57,0.0,5.6,1.2,2.2
2022484408,05/11/2016,1133,224,25,58,0.0,4.0,1.1,4.2
2022484408,05/12/2016,728,236,16,16,0.0,4.4,0.7,1.3
2026352035,04/12/2016,706,181,8,3,0.0,2.2,0.3,0.2
2026352035,13/04/2016,663,238,0,0,0.0,3.1,0.0,0.0
2026352035,14/04/2016,653,197,0,0,0.0,2.0,0.0,0.0
2026352035,15/04/2016,687,188,0,0,0.0,2.4,0.0,0.0
2026352035,16/04/2016,728,150,0,0,0.0,1.6,0.0,0.0
2026352035,17/04/2016,1053,60,0,0,0.0,0.5,0.0,0.0
2026352035,18/04/2016,1062,182,0,0,0.0,2.1,0.0,0.0
2026352035,19/04/2016,785,141,0,0,0.0,1.5,0.0,0.0
2026352035,20/04/2016,623,327,0,0,0.0,4.5,0.0,0.0
2026352035,21/04/2016,749,153,0,0,0.0,1.5,0.0,0.0
2026352035,22/04/2016,712,162,0,0,0.0,1.8,0.0,0.0
2026352035,23/04/2016,458,432,0,0,0.0,7.7,0.0,0.0
2026352035,24/04/2016,704,164,0,0,0.0,2.2,0.0,0.0
2026352035,25/04/2016,821,260,0,0,0.0,3.7,0.0,0.0
2026352035,26/04/2016,1018,288,0,0,0.0,3.7,0.0,0.0
2026352035,27/04/2016,586,286,0,0,0.0,3.8,0.0,0.0
2026352035,28/04/2016,626,331,0,0,0.0,4.0,0.0,0.0
2026352035,29/04/2016,492,352,0,0,0.0,4.7,0.0,0.0
2026352035,30/04/2016,594,233,0,0,0.0,2.9,0.0,0.0
2026352035,05/01/2016,716,191,0,0,0.0,2.3,0.0,0.0
2026352035,05/02/2016,716,355,0,0,0.0,4.3,0.0,0.0
2026352035,05/03/2016,981,304,0,0,0.0,3.7,0.0,0.0
2026352035,05/04/2016,530,345,0,0,0.0,4.1,0.0,0.0
2026352035,05/05/2016,479,475,0,0,0.0,7.5,0.0,0.0
2026352035,05/06/2016,511,383,0,0,0.0,5.1,0.0,0.0
2026352035,05/07/2016,665,229,0,0,0.0,2.6,0.0,0.0
2026352035,05/08/2016,610,258,0,0,0.0,3.5,0.0,0.0
2026352035,05/09/2016,543,401,0,0,0.0,6.6,0.0,0.0
2026352035,05/10/2016,1002,17,0,0,0.0,0.2,0.0,0.0
2026352035,05/11/2016,569,330,0,0,0.0,5.3,0.0,0.0
2026352035,05/12/2016,330,343,0,0,0.0,5.5,0.0,0.0
2320127002,04/12/2016,1112,306,9,13,0.0,6.0,0.3,1.2
2320127002,13/04/2016,1105,335,0,0,0.0,4.9,0.0,0.0
2320127002,14/04/2016,1249,191,0,0,0.0,2.7,0.0,0.0
2320127002,15/04/2016,1195,245,0,0,0.0,3.5,0.0,0.0
2320127002,16/04/2016,1245,195,0,0,0.0,3.4,0.0,0.0
2320127002,17/04/2016,1191,249,0,0,0.0,4.2,0.0,0.0
2320127002,18/04/2016,1173,260,7,0,0.0,4.1,0.3,0.0
2320127002,19/04/2016,1201,228,11,0,0.0,3.7,0.4,0.0
2320127002,20/04/2016,1146,283,11,0,0.0,4.3,0.5,0.0
2320127002,21/04/2016,1302,127,10,1,0.0,1.8,0.4,0.1
2320127002,22/04/2016,1174,266,0,0,0.0,3.8,0.0,0.0
2320127002,23/04/2016,1129,242,0,0,0.0,3.4,0.0,0.0
2320127002,24/04/2016,1236,204,0,0,0.0,2.8,0.0,0.0
2320127002,25/04/2016,1280,152,5,3,0.0,2.0,0.2,0.2
2320127002,26/04/2016,1293,147,0,0,0.0,2.3,0.0,0.0
2320127002,27/04/2016,1358,82,0,0,0.0,1.2,0.0,0.0
2320127002,28/04/2016,1364,76,0,0,0.0,1.0,0.0,0.0
2320127002,29/04/2016,1395,45,0,0,0.0,0.6,0.0,0.0
2320127002,30/04/2016,1206,234,0,0,0.0,3.1,0.0,0.0
2320127002,05/01/2016,1400,40,0,0,0.0,0.5,0.0,0.0
2320127002,05/02/2016,1306,123,6,5,0.0,1.9,0.2,0.4
2320127002,05/03/2016,1204,206,10,20,0.0,3.2,0.4,1.5
2320127002,05/04/2016,1388,52,0,0,0.0,0.8,0.0,0.0
2320127002,05/05/2016,1206,223,11,0,0.0,3.1,0.4,0.0
2320127002,05/06/2016,1236,204,0,0,0.0,3.3,0.0,0.0
2320127002,05/07/2016,1121,319,0,0,0.0,5.0,0.0,0.0
2320127002,05/08/2016,1193,247,0,0,0.0,3.5,0.0,0.0
2320127002,05/09/2016,1295,145,0,0,0.0,2.1,0.0,0.0
2320127002,05/10/2016,1150,290,0,0,0.0,4.2,0.0,0.0
2320127002,05/11/2016,1140,300,0,0,0.0,4.3,0.0,0.0
2320127002,05/12/2016,830,128,0,0,0.0,1.8,0.0,0.0
2347167796,04/12/2016,964,320,13,28,0.0,4.2,0.6,2.0
2347167796,13/04/2016,676,195,32,19,0.0,3.4,1.9,1.7
2347167796,14/04/2016,705,206,48,1,0.0,3.9,2.7,0.0
2347167796,15/04/2016,720,284,24,1,0.0,5.4,1.4,0.1
2347167796,16/04/2016,968,268,72,66,0.0,5.5,4.1,5.4
2347167796,17/04/2016,508,249,7,1,0.0,3.3,0.3,0.1
2347167796,18/04/2016,678,206,16,11,0.0,3.8,0.9,0.8
2347167796,19/04/2016,648,382,7,0,0.0,4.4,0.0,0.0
2347167796,20/04/2016,1011,269,43,11,0.0,4.8,1.8,0.7
2347167796,21/04/2016,761,208,26,23,0.0,3.4,1.5,1.9
2347167796,22/04/2016,781,206,27,9,0.0,2.9,1.7,0.6
2347167796,23/04/2016,591,360,35,32,0.0,7.2,1.5,2.8
2347167796,24/04/2016,584,360,0,0,0.0,6.3,0.0,0.0
2347167796,25/04/2016,653,277,11,15,0.0,4.6,0.5,1.3
2347167796,26/04/2016,732,227,0,0,0.0,4.0,0.0,0.0
2347167796,27/04/2016,623,295,9,26,0.0,5.3,0.4,1.9
2347167796,28/04/2016,764,229,0,0,0.0,3.6,0.0,0.0
2347167796,29/04/2016,2,4,0,0,0.0,0.0,0.0,0.0
2873212765,04/12/2016,1061,356,21,2,0.0,4.9,0.9,0.1
2873212765,13/04/2016,1028,404,8,0,0.02,4.9,0.2,0.0
2873212765,14/04/2016,1109,331,0,0,0.0,5.3,0.0,0.0
2873212765,15/04/2016,992,448,0,0,0.01,5.7,0.0,0.0
2873212765,16/04/2016,1087,305,1,47,0.01,3.5,0.0,3.1
2873212765,17/04/2016,1272,160,8,0,0.0,1.3,0.3,0.0
2873212765,18/04/2016,1122,311,6,1,0.0,4.9,0.3,0.1
2873212765,19/04/2016,1051,389,0,0,0.0,5.4,0.0,0.0
2873212765,20/04/2016,1035,378,5,22,0.01,4.7,0.1,1.5
2873212765,21/04/2016,1057,371,10,2,0.01,5.5,0.4,0.1
2873212765,22/04/2016,1028,366,0,46,0.02,4.4,0.0,0.5
2873212765,23/04/2016,1077,330,5,28,0.01,4.0,0.2,2.1
2873212765,24/04/2016,1203,190,1,46,0.0,1.6,0.1,3.0
2873212765,25/04/2016,1081,359,0,0,0.0,4.9,0.0,0.0
2873212765,26/04/2016,1124,309,5,2,0.0,5.2,0.2,0.1
2873212765,27/04/2016,1197,197,0,46,0.0,2.4,0.0,0.0
2873212765,28/04/2016,1192,213,7,28,0.0,2.9,0.3,2.2
2873212765,29/04/2016,1191,206,23,20,0.0,2.2,1.4,1.4
2873212765,30/04/2016,1167,248,20,5,0.01,4.3,1.1,0.3
2873212765,05/01/2016,1219,196,18,7,0.0,3.4,1.0,0.5
2873212765,05/02/2016,1099,334,7,0,0.02,4.8,0.2,0.0
2873212765,05/03/2016,1070,363,6,1,0.01,4.7,0.3,0.1
2873212765,05/04/2016,1020,420,0,0,0.0,5.6,0.0,0.0
2873212765,05/05/2016,1093,311,23,13,0.0,4.0,0.8,0.8
2873212765,05/06/2016,1065,370,5,0,0.01,4.6,0.1,0.0
2873212765,05/07/2016,1302,52,11,75,0.0,0.6,0.6,2.3
2873212765,05/08/2016,1068,326,0,46,0.0,2.6,0.0,2.9
2873212765,05/09/2016,1095,345,0,0,0.0,5.2,0.0,0.0
2873212765,05/10/2016,1067,373,0,0,0.01,5.6,0.0,0.0
2873212765,05/11/2016,1121,319,0,0,0.01,4.3,0.0,0.0
2873212765,05/12/2016,720,268,0,0,0.0,5.1,0.0,0.0
3372868164,04/12/2016,1160,280,0,0,0.01,3.2,0.0,0.0
3372868164,13/04/2016,1045,371,8,16,0.02,5.3,0.3,1.0
3372868164,14/04/2016,1039,370,25,6,0.01,4.7,1.0,0.3
3372868164,15/04/2016,1105,335,0,0,0.02,5.1,0.0,0.0
3372868164,16/04/2016,1084,356,0,0,0.03,4.7,0.0,0.0
3372868164,17/04/2016,1105,322,2,11,0.01,4.4,0.1,1.4
3372868164,18/04/2016,1070,343,7,20,0.0,3.3,0.2,1.1
3372868164,19/04/2016,1064,376,0,0,0.02,5.2,0.0,0.0
3372868164,20/04/2016,1148,274,3,15,0.02,2.4,0.1,0.8
3372868164,21/04/2016,1037,376,9,18,0.01,4.6,0.3,1.1
3372868164,22/04/2016,1234,206,0,0,0.01,2.6,0.0,0.0
3372868164,23/04/2016,1115,303,2,20,0.0,3.6,0.1,1.4
3372868164,24/04/2016,1127,292,7,14,0.02,3.5,0.2,0.9
3372868164,25/04/2016,1024,416,0,0,0.0,4.1,0.0,0.0
3372868164,26/04/2016,1083,333,2,22,0.01,3.9,0.1,1.9
3372868164,27/04/2016,1057,346,13,24,0.01,3.2,0.6,1.6
3372868164,28/04/2016,1055,385,0,0,0.0,3.8,0.0,0.0
3372868164,29/04/2016,1038,402,0,0,0.01,6.2,0.0,0.0
3372868164,30/04/2016,1119,300,4,17,0.01,2.4,0.1,1.1
3372868164,05/01/2016,842,172,0,0,0.0,2.1,0.0,0.0
3977333714,04/12/2016,777,131,19,44,0.0,2.0,0.9,3.1
3977333714,13/04/2016,754,153,46,31,0.0,2.5,2.1,2.0
3977333714,14/04/2016,801,214,23,5,0.0,3.8,1.0,0.3
3977333714,15/04/2016,644,183,42,15,0.0,3.3,1.8,1.0
3977333714,16/04/2016,663,153,83,31,0.0,3.0,4.0,2.0
3977333714,17/04/2016,600,205,58,11,0.0,3.9,2.3,0.7
3977333714,18/04/2016,605,214,95,4,0.0,3.8,3.7,0.3
3977333714,19/04/2016,738,221,67,19,0.0,4.0,2.5,2.2
3977333714,20/04/2016,845,164,98,2,0.0,3.3,4.3,0.2
3977333714,21/04/2016,712,242,0,0,0.0,4.1,0.0,0.0
3977333714,22/04/2016,731,188,12,33,0.0,3.1,0.6,2.3
3977333714,23/04/2016,724,252,92,0,0.0,3.8,4.2,0.0
3977333714,24/04/2016,660,129,95,30,0.0,2.2,4.6,3.3
3977333714,25/04/2016,781,133,9,50,0.0,2.4,0.4,5.6
3977333714,26/04/2016,797,170,95,7,0.0,3.0,4.2,0.4
3977333714,27/04/2016,714,176,10,0,0.0,4.6,0.4,0.0
3977333714,28/04/2016,804,190,8,15,0.0,3.2,0.3,1.4
3977333714,29/04/2016,744,150,32,36,0.0,2.7,1.3,3.7
3977333714,30/04/2016,687,194,52,43,0.0,3.4,2.1,3.7
3977333714,05/01/2016,691,124,40,41,0.0,2.4,2.0,2.7
3977333714,05/02/2016,713,176,143,24,0.0,3.0,6.5,1.5
3977333714,05/03/2016,594,258,41,47,0.0,4.5,1.7,3.3
3977333714,05/04/2016,852,142,96,14,0.0,2.9,4.6,1.8
3977333714,05/05/2016,680,178,88,14,0.0,2.7,4.1,1.8
3977333714,05/06/2016,676,168,55,29,0.0,2.7,2.5,3.1
3977333714,05/07/2016,703,208,86,0,0.0,3.6,4.1,0.0
3977333714,05/08/2016,688,171,116,9,0.0,3.2,5.2,0.7
3977333714,05/09/2016,1159,151,122,8,0.0,3.5,5.6,0.8
3977333714,05/10/2016,676,196,115,1,0.0,3.3,5.4,0.1
3977333714,05/11/2016,13,9,0,4,0.0,0.1,0.0,0.4
4020332650,04/12/2016,712,331,15,4,0.0,5.7,0.2,0.2
4020332650,13/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,14/04/2016,1437,3,0,0,0.0,0.0,0.0,0.0
4020332650,15/04/2016,1299,87,18,36,0.0,0.8,0.4,0.2
4020332650,16/04/2016,1222,55,21,65,0.0,0.6,0.4,0.4
4020332650,17/04/2016,1438,2,0,0,0.0,0.0,0.0,0.0
4020332650,18/04/2016,1438,2,0,0,0.0,0.0,0.0,0.0
4020332650,19/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,20/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,21/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,22/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,23/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,24/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,25/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,26/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,27/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,28/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,29/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,30/04/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,05/01/2016,1440,0,0,0,0.0,0.0,0.0,0.0
4020332650,05/02/2016,1350,31,11,0,0.0,0.3,0.0,0.0
4020332650,05/03/2016,950,174,0,0,0.05,3.2,0.0,0.0
4020332650,05/04/2016,531,346,46,13,0.0,5.6,1.0,0.7
4020332650,05/05/2016,916,196,42,38,0.07,4.0,1.7,2.6
4020332650,05/06/2016,855,177,0,0,0.01,3.1,0.0,0.0
4020332650,05/07/2016,1256,184,0,0,0.0,3.6,0.0,0.0
4020332650,05/08/2016,775,263,0,0,0.0,4.2,0.0,0.0
4020332650,05/09/2016,1225,173,5,3,0.0,2.9,0.1,0.2
4020332650,05/10/2016,774,206,0,0,0.04,3.9,0.0,0.0
4020332650,05/11/2016,1296,134,8,2,0.0,2.3,0.2,0.1
